ID,INSTRUCTION,INPUT,OUTPUT
38680,,"[2, 4, 6, 8]",
38683,,"[33, 29, 130, 21, 42, 11]",
38726,,>,
38759,,,"<head>
    <title>My Web Page</title>
    <meta charset=""utf-8"" />
</head>"
38767,,"class A { 
    var name = """" 
    func printName() { 
      print(name) 
    } 
  }","class A { 
  private var name: String = """" 
  func printName() { 
    print(name) 
  } 
  func setName(name: String) {
    self.name = name 
  }
}"
38768,,,"def factorial(num): 
  if num == 0: 
    return 1 
  else: 
    return num * factorial(num-1)"
38783,,"21, 19, 22",21
38868,,,10
38870,,,2.5714285714285716
38877,,,"class Apple:
    def __init__(self, color, size):
        self.color = color
        self.size = size
    
    def get_color(self):
        return self.color
    
    def get_size(self):
        return self.size"
38882,,"47, 1558","047, 1558"
38896,,5,10
38900,,"[10, 20, 30, -2]","[-2, 30, 20, 10]"
38902,,,"#include <iostream> 
  
using namespace std; 
  
int main() 
{ 
    int sum = 0, N; 
  
    cout << ""Enter the value of N: ""; 
    cin >> N; 
  
    for (int i = 1; i <= N; i++) 
    { 
        sum += i; 
    } 
  
    cout << ""Sum = "" << sum; 
  
    return 0; 
}"
38906,,,"<table>
  <tr>
    <th>Header 1</th>
    <th>Header 2</th>
    <th>Header 3</th>
  </tr>
  <tr>
   <td>Column 1</td>
   <td>Column 2</td>
   <td>Column 3</td>
  </tr>
</table>"
38925,,x = 12,
38926,,,"program SumOfNumbers {
  int total = 0;
  for (int i=1; i <= 100; i++) {
    total += i;
  }
  System.out.println(total);
}"
38931,,(8 + 3) - 5 X 2,
39034,,,"I. Introduction 
    A. Definition of AI 
    B. Overview of AI applications 
                                                
II. Historical Development of AI
    A. 1950s-1960s: The Classical Era of AI 
    B. 1970s-1980s: The Expert System Era of AI 
    C. 1990s-2000s: The Machine Learning Era of AI 
                                
III. Current State of AI 
    A. Examples of AI technology in use today 
    B. Benefits of AI 
    C. Challenges of AI 
                                
IV. Future of AI 
    A. Possibilities of AI 
    B. Opportunities in AI 
    C. Ethical Considerations of AI 

V. Conclusion 
    A. Summary of advantages and challenges of AI 
    B. Potential risks of AI"
39039,,132,
39068,,,7
39116,,,"def absolute_difference(x, y):
    return abs(x - y)"
39118,,,"def count_occurrences(lst, element):
    return lst.count(element)"
39146,,,"def discount_price(price, percentage):
    discounted_price = price - (price * percentage/100)
    return discounted_price"
39182,,,2
39183,,,"using System; 
  
public class GFG { 
    public static void Main() 
    { 
        Console.WriteLine(""A B C D E F G""); 
        Console.WriteLine(""H I J K L M N O P""); 
        Console.WriteLine(""Q R S T U V""); 
        Console.WriteLine(""W X Y and Z"");  
        Console.WriteLine(""Now I know my ABCs""); 
        Console.WriteLine(""Next time won't you sing with me"");  
    } 
}"
39255,,,2
39258,,"[3, 5, 7, 10]",25
39300,,"g,o,t,o,p",
39302,,,"4x1 = 4
4x2 = 8
4x3 = 12
4x4 = 16
4x5 = 20
4x6 = 24
4x7 = 28
4x8 = 32
4x9 = 36
4x10 = 40"
39318,,,"![Flow chart for cell division](https://i.ibb.co/z4dp2H2/image-Cell-Division.jpg)
  
 
Interphase 
 
 
  ───► G1 Phase 
 
 
  │   └──► S Phase 
 
 
  └────► G2 Phase 
 
 
 
 
 
   ┌────► Prophase 
 
        
 
  │       └─► Metaphase 
 
 
  │       └──► Anaphase 
 
 
  └────► Telophase 
 
 
 
 
 
 Cytokinesis"
39353,,,37546
39411,,14,98
39421,,,"import pandas as pd 

# Read file 
with open('file.txt', 'r') as f: 
    words = f.read().split() 

# Create dataframe 
words_df = pd.DataFrame(words, columns=['word']) 

# Count the occurrences of each word 
words_df['number of occurrences'] = words_df.groupby('word').transform('count') 

# Calculate the frequency of each word 
words_df['frequency'] = words_df['number of occurrences']/len(words) 

# Print the dataframe 
print(words_df)"
39424,,,"{ 
    ""customer"": {
        ""name"": ""John Doe"",
        ""address"": ""123 Smith Street""
    },
    ""order"": { 
        ""total"": 100,
        ""products"": [
            {
                ""name"": ""Item A"",
                ""cost"": 10
            },
            {
                ""name"": ""Item B"",
                ""cost"": 30
            },
            {
                ""name"": ""Item C"",
                ""cost"": 60
            }
        ]
    }
}"
39426,,,"from flask import Flask, request

app = Flask(__name__)

@app.route('/add_two_numbers', methods=['GET', 'POST'])
def add_two_numbers():
    if request.method == 'POST':
        # get data from the request 
        data = request.get_json()
        
        # extract the numbers from the data 
        num1 = data[""num1""]
        num2 = data[""num2""]
        
        # add the numbers 
        result = num1 + num2
        
        # return the response 
        return {'result': result}
    
if __name__ == '__main__':
    app.run()"
39543,,,a
39544,,"1, 2, 5",8
39593,,"5, 6, 7, 8, 9",
39693,,"75, 67",
39715,,"[3, 4, 6, 7, 8, 10]","[3, 4, 6, 7, 8, 10]"
39742,,,x + y + z = 8
39787,,,"for (int i = 0; i < array_size; i++)
{
    for (int j = 0; j < array_size; j++)
    {
        cout << array[i][j] << "" "";
    }
    cout << endl;
}"
39802,,,"13, 16, 19"
39908,,"59, 22, 15, 11, 5","5, 11, 15, 22, 59"
39942,,"22, 23, 24, 25, 22",
39943,,x + 5 = 8,x = 3
39959,,,"def output_params(number, string):
    """"""This function takes two parameters, a number and a string and outputs
    ""The number is [number] and the string is [string]"".

    :param number: An integer
    :param string: A string
    :return: The output string
    """"""
    output = f""The number is {number} and the string is {string}""
    return output

print(output_params(42, ""John"")) # The number is 42 and the string is John. The output is accurate."
39960,,,"class Node:
    """"""A Node object containing a data, pointer and other related information.""""""

    def __init__(self, data):
        """"""Initializes a Node object with its data.

        Attributes:
            data: A value that this node holds.
            next: A pointer to the next node in the data structure.
            previous: A pointer to the previous node in the data structure.
        """"""
        self.data = data
        self.next = None
        self.previous = None"
39961,,"[1, 4, 8, 13, 28, 34]","def mean(arr):
    """"""Calculate the mean of a given array of numbers.

    :param arr: An array of numbers
    :return: The mean of the array
    """"""
    total = 0

    for num in arr:
        total += num

    mean = total / len(arr)
    return mean

print(mean([1, 4, 8, 13, 28, 34])) # The mean is 14.833333333333334. The output is accurate."
39977,,"[-2, -1, 0, 1, 2, 3]","[0, 0, 0, 1, 2, 3]"
39994,,2 x 9 + 5,
40001,,,22.3
40002,,,0.5714285714285714
40019,,"30, 60",
40035,,"1, 3, 4",3x - 1 = 4
40079,,"[16, 31, 5, 9, 18]",
40080,,"[10, 15, 20, 4, 6]",
40096,,-32,32
40110,,7x + 4 = 38,x = 5
40137,,,"<?php
function containsNumber($string) {
    if (preg_match('/\\d/', $string)) {
        return true;
    }
    return false;
}
?>"
40164,,,"def classify_word(word): 
  if word.endswith('ed'): 
    return 'verb'
  elif word.endswith('ing'): 
    return 'verb'
  elif word.endswith('ly'):
    return 'adjective'
  else: 
    return 'noun'"
40224,,"2, 3, 5, 4","2, 4, 3, 5."
40233,,,R-E-C-E-I-V-E
40367,,a1b2c3,
40395,,"9.6, -13.4, 0","9.6, 0, -13.4"
40433,,"[3, -4, 2, -1, 7]","// Initialize two pointers to the start and end of the array 
int left = 0; 
int right = array.length - 1; 

// Loop through the array until left and right pointers cross 
while (left < right) { 

// Move left pointer until negative integer is found 
while (array[left] >= 0 && left < right) { 
    left++; 
} 

// Move right pointer until negative integer is found 
while (array[right] < 0 && left < right) { 
    right--; 
} 

// Swap positive and negative integers 
if (left < right) { 
    int temp = array[left]; 
    array[left] = array[right]; 
    array[right] = temp; 
} 

}
// Return rearranged array 
return array;"
40452,,,Q
40457,,"8, 4, 12, 2, 16",
40461,,"11, 13, 14, 13, 15",
40492,,,3
40510,,,"def password_strength(input_password):
    # Initializing the strength variable to 0
    strength = 0 
    # Checking the length of the password 
    if len(input_password) >= 8:
        strength += 1 
    # Checking for uppercase characters 
    if any(char.isupper() for char in input_password): 
        strength += 1
    # Checking for lowercase characters 
    if any(char.islower() for char in input_password): 
        strength += 1
    # Checking for special characters 
    if any(char in '!@#$%^*_+-=' for char in input_password): 
        strength += 1
    # Returning the strength 
    return strength"
40548,,,770
40559,,"[2, 6, 3, 7, 1, 4]",
40614,,,"A, G, M, X"
40635,,,H2O
40639,,5x + 2 = 17,"5x = 17 - 2
x = 15/5
x = 3"
40665,,,"int sumArray(int arr[], int n) { 
    int sum = 0; 
    for (int i = 0; i < n; i++) 
        sum += arr[i]; 
    return sum; 
}"
40668,,,"void getCharCodes(string str) {
    for (int i = 0; i < str.length(); i++) {
        cout << ""Character "" << str[i] << "" has the code: "" << (int)str[i] << endl;
    }
}"
40669,,,"bool isAnagram(string str1, string str2) {
    if (str1.length() != str2.length()) 
        return false; 
    sort(str1.begin(), str1.end()); 
    sort(str2.begin(), str2.end()); 
  
    for (int i = 0; i < str1.length(); i++) 
        if (str1[i] != str2[i]) 
            return false; 
  
    return true; 
}"
40670,,,"#include<iostream> 
  
using namespace std; 
  
void pattern(int n) 
{ 
    int i, j; 
   
    // outer loop to handle number of rows 
    for (i = 0; i < n; i++) { 
  
        // inner loop to handle number of columns  
        for (j = 0; j <= i; j++) { 
            // printing stars 
            cout << ""* ""; 
        } 
  
        // ending line after each row 
        cout << endl; 
    } 
} 

// Driver function 
int main() 
{ 
    int n = 5; 
    pattern(n); 
    return 0; 
}"
40684,,,"""""""
Design a program that calculates the distance between two points 
given the coordinates of the points.

import math

def calc_distance(point1, point2):
    x1, y1 = point1
    x2, y2 = point2
    dist = math.sqrt((x2 - x1)**2 + (y2 - y1)**2)
    return dist

if __name__ == ""__main__"":
    pointA = (2, 3)
    pointB = (5, 7)
    dist = calc_distance(pointA, pointB)
    print(""The distance between Point A and Point B is"", dist)

"""""""
40689,,,"""""""
Generate an HTML page with a header and a paragraph of text.

<html>
<head>
    <title>Welcome to my webpage</title>
</head>
<body>
    <h1>Welcome to my webpage</h1>
    <p>This is an example of a webpage created using HTML</p>
</body>
</html>
"""""""
40690,,,"""""""
Develop a program to find all the prime numbers in a given range.

def find_primes(start, end):
    # Initialize a list
    primes = []
    for num in range(start, end + 1):
        # prime numbers are greater than 1 
        if num > 1:
            for i in range(2, num): 
                if (num % i) == 0: 
                    break 
            else: 
                primes.append(num) 
    return primes

if __name__ == ""__main__"":
    start, end = 4, 20
    prime_list = find_primes(start, end)
    print(""The prime numbers between"", start, ""and"", end, ""are"", prime_list)

"""""""
40691,,,"""""""
Create a program to calculate the frequency of a word in a sentence.

def calculate_word_frequency(sentence, word):
    words = sentence.split()
    word_count = words.count(word)
    return word_count

if __name__ == ""__main__"":
    sentence = ""This is an example sentence"" 
    word = ""is""
    word_count = calculate_word_frequency(sentence, word)
    print(""The frequency of the word '"" + word + ""' in the sentence is"", word_count)
"""""""
40706,,"grade = A

if (grade == A):
    print(""Excellent"")","grades = [""A"", ""B"", ""C"", ""D""]

for grade in grades:
    if (grade == ""A""):
        print(""Excellent"")
    elif (grade == ""B""):
        print(""Good"")
    elif (grade == ""C""):
        print(""Average"")
    elif (grade == ""D""):
        print(""Poor"")"
40713,,,"-3999, -2e6"
40722,,,2 + 2 + 2 = 6
40753,,"[5, 3, 8, 4, 1]","[1, 3, 4, 5, 8]"
40779,,H2O,
40800,,"def add_two_numbers(x, y):
    x + y","The bug in the code is that the function does not return the sum of two numbers. To fix this, we can add a return statement to the function: 

def add_two_numbers(x, y):
    return x + y"
40802,,"def calculate_area(length, width):
    return length * width",
40803,,"def say_hello():
    print(""Hello world!"")
    print(""Goodbye world"")",
40830,,,"class MathOperator:
    def __init__(self,a,b):
        self.a = a
        self.b = b
        
    def add(self):
        return self.a + self.b
    
    def subt(self):
        return self.a - self.b
    
    def mult(self):
        return self.a * self.b
    
    def div(self):
        if self.b != 0:
            return self.a / self.b
        else:
            return ""Cannot divide by zero!"""
40880,,,x = 6
40900,,"4, 7",47
40904,,2/7 + 3/7,
40909,,a/b = c,
40934,,,5
40936,,"<div class=""header"">
    <div class=""box"">
        <h1>Header</h1>
    </div>
    <div class=""box"">
        <h2>Sub-header</h2>
    </div>
</div>","<div class=""header"">
    <h1>Header</h1>
    <h2>Sub-header</h2>
</div>"
40950,,N=12,
40991,,3x + 2 = 8,x = 2
41015,,"6, 2, 10, 8","10, 8, 6, 2"
41084,,,"Advantages                       Disadvantages
Online Education                Limited interaction with professors and 
                               classmates
                               
Convenience and flexibility     Reduced support services
                               
Lower cost                      Technology needs and access issues
                               
Wide variety of course options   Limited laboratory experiences 
 
Can work around personal schedule"
41157,,,120
41161,,"#include <iostream>

int main() {
    std::cout << ""Hello World!"";
    return 0;
}",
41187,,,Q-U-E-R-U-L-O-U-S.
41241,,"34, 87, 13",
41249,,,"defgabc

def scramble(string, k):
    length = len(string)
    newString = """"
    
    for i in range(length):
        newString += string[(i + k) % length]
    
    return newString"
41300,,"8, 10",
41336,,,"111, 229, 294, 373, 462, 591, 600, 721, 830, 985."
41345,,"87, 11, 95, 64, 12","11, 12, 64, 87, 95"
41359,,"1, 2, -8, 9, 5",
41410,,,3
41411,,,4
41412,,,1
41473,,"[4, 2, 5, 1, 3]","The following program sorts an array of numbers in ascending order: 

def sort_array(array): 
    for i in range(len(array)): 
        min_index = i 
        for j in range(i+1, len(array)): 
            if array[min_index] > array[j]: 
                min_index = j 
        
        array[i], array[min_index] = array[min_index], array[i] 
    return array 

print(sort_array([4, 2, 5, 1, 3]))  # [1, 2, 3, 4, 5]"
41488,,"[56, 45, 23, 17, 87, 32, 12]","[12, 17, 23, 32, 45, 56, 87]"
41502,,"3, 5, 7, 8, 1",3 + 5 + (7 - 8) + 1 = 16
41550,,"X   Y
2	4
4	16
8	256",
41554,,,3.83
41704,,"x = 5
y = 10
if x > 3 and y > 5:
    print(""True"")",
41706,,n = 10,"def fibonacciSequence(n): 
    
    a = 0
    b = 1
    output = [a, b]

    for _ in range(2, n):
        c = a + b
        a = b
        b = c
        output.append(c)

    return output

print(fibonacciSequence(10))  # [0, 1, 1, 2, 3, 5, 8, 13, 21, 34]"
41716,,,18
41725,,,2 * 3 + 3
41731,,,"""""""
Create an algorithm to find the greatest common divisor for two positive integers.
""""""

def gcd(a, b): 
    # Base case 
    if a == 0: 
        return b 
          
    return gcd(b%a, a) 


# Driver program to test above function 
a, b = 20, 8
gcd(a, b) # prints 4"
41773,,25 C,298.15K
41804,,"def greet(name):
    """"""Print a greeting to the name provided.""""""
    # TODO: capitalize the name
    print(""Hello, "" + name + ""!"")","def greet(name):
    """"""Print a greeting to the name provided.""""""
    # capitalize the name
    print(""Hello, ""+ name.capitalize() + ""!"")"
41814,,3x + 5y - 4z = 9,"-z + 5y + 3x = 9
3x - 4z + 5y = 9
5y - 4z + 3x = 9"
41817,,"x + 2y = 7
2x + 4y = 14",
41916,,3n + 5,O(n)
41938,,1.5,
41955,,,"START
  SET total = 0
  SET count = 0
  READ number
  WHILE number != -1
    SET total = total + number
    SET count = count + 1
    READ number
  ENDWHILE
  IF count != 0
    SET avg = total / count
    PRINT avg
  ENDIF
END"
41977,,,"Tree = { 
  'root': { 
    'children': [ 
      { 
        'children': [ 
          {'value': 'Leaf 1'}, 
          {'value': 'Leaf 2'} 
        ], 
        'value': 'Branch 1'
      }, 
      { 
        'children': [ 
          {'value': 'Leaf 3'}, 
          {'value': 'Leaf 4'}
        ], 
        'value': 'Branch 2' 
      } 
    ], 
    'value': 'Root' 
  } 
}"
42033,,x = 10,32
42039,,,"def sum_range(m, n):
    total = 0
    for i in range(m, n + 1):
        total += i 
    return total"
42040,,,"def factorial(num):
    if num == 0:
        return 1
    else:
        return num * factorial(num - 1)"
42048,,"a = 1, b = -3, c = -3, d = -1",
42071,,,"""""""
Create a program that returns 'true' when a given number is a prime number.
""""""
def is_prime(num):
    # Edge case 
    if num == 1:
        return False
    # Check from 2 to n-1 
    for i in range(2, num):
        if (num % i) == 0:
            return False
    return True
    
if __name__ == '__main__':
    num = int(input())
    print(is_prime(num))"
42074,,,"""""""
Search for a given phone number in a list of names and phone numbers
""""""

# NamePhoneList contains a list of tuples, with each tuple containing a name and a phone number
NamePhoneList = [(""John Doe"", ""123-456-7890""),
(""Jane Doe"", ""098-765-4321""),
(""Steve Smith"", ""111-111-1111"")
]

# PhoneNumber is the number we are searching for
PhoneNumber = ""111-111-1111""

# Initialize a variable to keep track of whether or not the number is found
isFound = False

# Loop through each tuple in NamePhoneList
for name, number in NamePhoneList:
    # If the phone number matches the number we are searching for, set isFound to True and break out of the loop
    if number == PhoneNumber:
        isFound = True
        break

# Print the result
if isFound:
    print(""The phone number was found."")
else:
    print(""The phone number was not found."")"
42077,,,"""""""
Generate the Fibonacci sequence
""""""

# Initialize the first two elements in the Fibonacci sequence
prev = 0
curr = 1

# Print the first two elements
print(prev)
print(curr)

# Loop from 3 to n (where n is the number of elements in the Fibonacci sequence)
for n in range(3, 11): # Change the value of 11 to generate more/less elements
    # Calculate the sum of the previous two elements
    next = prev + curr
    
    # Print the sum
    print(next)
    
    # Update the values of prev and curr
    prev = curr
    curr = next

# Output:
# 0
# 1
# 1
# 2
# 3
# 5
# 8
# 13
# 21
# 34
# 55"
42080,,"w, o, l, f",
42127,,"3, 7","3, 4, 5, 6, 7"
42172,,,"""""""
Write a function to print out the last 3 elements of a Python list
""""""

def print_last_3(list_data):
    print(list_data[-3:])

if __name__ == '__main__':
    data = [1, 4, 7, 12, 15, 20]
    print_last_3(data)"
42185,,"[4,7,2,9,6,1,8]","// Create an empty list of greater and lesser numbers
let greaterNumber = [];
let lesserNumber = [];

// loop through the given list of numbers
for (let i=0; i<arr.length; i++) {
    // save the current number
    let number = arr[i];
    
    // check if the current number is greater than each other item in the list
    let isGreater = true;
    for (let j=0; j<arr.length; j++) {
        if (number > arr[j]) {
            isGreater = true;
        } else {
            isGreater = false;
            break;
        }
    }
    
    // if the result of the comparison is true, it means the current number is greater
    if (isGreater) {
        greaterNumber.push(number);
    } else {
        lesserNumber.push(number);
    }
}

// Sort the greaterNumber list
greaterNumber.sort(function (a, b) {
    return a - b;
});

// Sort the lesserNumber list
lesserNumber.sort(function (a, b) {
    return a - b;
});

// Print out the sorted list of greater and lesser numbers
console.log(""Greater Number: "" + greaterNumber);
console.log(""Lesser Number: "" + lesserNumber);"
42192,,"[2,5,9,4]",
42198,,,"for element in list:
    element = element * 2"
42225,,,97
42268,,,"def multiply_sum(num1, num2):
    return num1 * num2"
42281,,"1,3,4,2,9,7,8","def partition(arr): 
    low = 0
    high = len(arr) - 1

    while (low < high): 
        if arr[low] > arr[high]: 
            arr[low], arr[high] = arr[high], arr[low] 

        low += 1
        high -= 1

arr = [1,3,4,2,9,7,8]
partition(arr)
print(arr)"
42284,,,"def fibonacciSequence(n): 
    a = 0
    b = 1
    print(a, end = "" "") 
    for i in range(1, n): 
        c = a + b 
        a = b 
        b = c 
        print(a, end = "" "")"
42285,,,"def standard_deviation(numbers): 
    avg = sum(numbers) / len(numbers)
    var = 0
    for num in numbers:
        var += (num - avg)**2
    return (var/len(numbers))**0.5"
42287,,,"def selection_sort(nums):
    for i in range(len(nums)):
        min_idx = i
        for j in range(i + 1, len(nums)):
            if nums[min_idx] > nums[j]:
                min_idx = j

        nums[i], nums[min_idx] = nums[min_idx], nums[i]"
42304,,,"1, 4, 7, 9, 10"
42411,,"60, 0.004, -12, 0.03","-12,0.004,0.03,60"
42421,,"2, 5, 9","9, 5, 2"
42492,,,49
42508,,"[1, 2, 3]","""""""
Find the product of all elements in an array
""""""

def product_array(arr):
    product = 1
    for i in arr:
        product *= i 
    return product

if __name__ == '__main__':
    arr = [1,2,3]
    result = product_array(arr) 
    print(result)"
42665,,,0A0C0A0D0E0M0I00P0R00G0R0A00M
42668,,,"[3, 4, 5, 6, 8, 9, 11, 12]"
42675,,"(2,4), (4,1)",
42682,,,9.43
42683,,,6
42684,,28,11100
42702,,3.87,4
42726,,,"Here is an example of a stack data structure implemented in Python:

class Stack:
    def __init__(self):
        self.items = []
 
    def push(self, item):
        self.items.append(item)
 
    def pop(self):
        return self.items.pop()
 
    def is_empty(self):
        return self.items == []"
42731,,"[1,7,8,9]",
42767,,,"The following script can be used to check for missing values in a dataset: 

#import numpy library
import numpy as np

#read in the dataset
dataset = np.genfromtxt('dataset.csv', delimiter=',')

#check for any null values in the dataset
if np.isnan(dataset).any():
    print(""Missing values found!"")
else:
    print(""No missing values found!"")"
42814,,,"for (int i = 1; i <= 10; i++) {
    System.out.println(4 + ""x"" + i + ""="" + 4*i); 
}"
42888,,,4
42902,,,"def calculate_avg(a, b, c):
    sum = a + b + c
    avg = sum / 3 
    return avg"
42915,,"2, 4, 8, 16",
42980,,36,6
43045,,,"def prime_numbers(upper_limit):
    primes = []
    for num in range(2, upper_limit+1): 
        if all(num % i != 0 for i in range(2, num)):
           primes.append(num)
    return primes"
43066,,,216
43102,,,5
43115,,,"def reverseString(input_string): 
  # Get length of string 
  n = len(input_string) 
  
  # Store string in an array
  arr = [None] * n  
  
  # Iterate from n-1 to 0 
  for i in range(n - 1, -1, -1): 
    arr[i] = input_string[n - i - 1] 
  
  # Return reverse string 
  return ''.join(arr) 

# Driver code 
input_string = ""hello"" 
 print(""Reversed string is"", reverseString(input_string))"
43167,,,".times-new-roman {
    font-family: 'Times New Roman', Times, serif;
}"
43198,,"[1,2,3,4,5]",2
43199,,,"def add_two_numbers(a, b):
    return a + b"
43205,,,g734t5
43259,,"5, 8, 7, 10, 8, 6, 9",
43264,,,"def quadratic_roots(a, b, c): 
    determinant = (b**2 - 4*a*c) 
    root1 = (-b + math.sqrt(determinant)) / (2*a)
    root2 = (-b - math.sqrt(determinant)) / (2*a)
  
    return root1, root2"
43277,,,"```
function XORTwoBinaryStrings(S1,S2) {
   let result = """";
   for (let i=0; i<S1.length, i++) {
      // XOR each bit
      result+= (S1[i]^S2[i]);
   }
   return result;
}
```"
43285,,"8, 3, 10, 7",3
43289,,"[1, 2, 3, 4, 5, 6, 7]","2, 4, 6"
43297,,,3
43299,,,s
43334,,1234567890,(123) 456-7890
43374,,,3
43376,,,1/2
43409,,,75
43438,,,"<style> 
  h2.BigText {
    font-weight:bold;
  } 
</style>"
43462,,,"67,054,000"
43484,,"1,2,3,4,5,6,7",
43495,,,"""""""
Function to move a character across a two-dimensional array on a game board
""""""

def move_character(game_board, x, y):
    # check if out of bounds 
    if (x < 0 or x >= len(game_board[0]) or 
        y < 0 or y >= len(game_board)):
        print(""Out of bounds"") 
        return 
    
    # update character 
    game_board[y][x] = 'C' 

    # print the updated game board 
    for row in game_board:
        print("" "".join(row))"
43541,,"3, 5, 9, 1, 8, 2",
43543,,,S
43547,,,5.06667
43548,,,19
43571,,,1788.
43626,,C  D  E,C  D  E  F  G  A  B  C
43636,,,y = 2x + 1
43659,,"a = 3
b = 5",
43661,,,5
43662,,258,x = 258
43712,,,"class BankAccount:
    def __init__(self, account_number, balance):
        self.account_number = account_number
        self.balance = balance
    
    def deposit(self, amount):
        self.balance += amount
    
    def withdraw(self, amount):
        if self.balance - amount >= 0:
            self.balance -= amount
        else:
            print(""Insufficient funds"")
    
    def get_balance(self):
        return self.balance"
43713,,,"model = tf.keras.models.Sequential([ 
    tf.keras.layers.Input(shape=(5,)), 
    tf.keras.layers.Dense(128, activation='relu'),
    tf.keras.layers.Dense(128, activation='relu'),
    tf.keras.layers.Dense(128, activation='relu'),
    tf.keras.layers.Dense(128, activation='relu'),
    tf.keras.layers.Dense(5, activation='linear')
])

model.compile(loss='mse', optimizer='Adam')"
43740,,,2 + 5 * 4 = 22
43755,,,12975
43791,,25,
43829,,,.........................
43849,,"[7, 7, 5, 1, 9, 9, 5]","[7, 5, 1, 9]"
43871,,"6, 2, 8, 9, 1",
43873,,,"# Create an empty list of common elements
common_elems = []

# Iterate over the lists
for element in list1:
    # Check if the element is present in the second list
    if element in list2:
        # Add the element to the list of common elements
        common_elems.append(element)

# Print the common elements
print(common_elems)

# Output: [2, 4]"
43934,,,37.4
43942,,,"class MyDog:
    def __init__(self):
        self.breed = """"
    
    def setBreed(self, breed):
        self.breed = breed"
43956,,"8, 9",17.
43972,,"1, 5, 10, 15",31
43978,,,7.
44087,,8,
44114,,,1
44124,,,(1 + 9) * (1 x 9) = 10.
44140,,x + 8 = 10,2
44158,,,H2O
44187,,"int main()
{
    for(int i = 0; i < 10; i >
    {
        std::cout << ""Hello World! \n;
    }
    return 0;
}","int main()
{
    for(int i = 0; i < 10; i++)
    {
        std::cout << ""Hello World! \n"";
    }
    return 0;
}"
44214,,1000,8
44226,,"7, -4, 5, 1","7, 5, 1, -4"
44258,,,"def square_root(num):
    return num ** (1/2)"
44274,,"2, 4, 6, 8",
44297,,"1, 2, 3, 6, 8",
44368,,,"A function 'findPair(low, high, sum)' can be used to generate all pairs of numbers within a given range with a given sum. The function takes in three parameters, low and high which define the range, and sum which defines the given sum. The function can be implemented as follows: 

def findPair(low, high, sum): 
  outputList = []
  for i in range(low, high + 1): 
    for j in range(low, high + 1): 
      if (i + j == sum):
        outputList.append([i,j])
  return outputList"
44386,,"1, 7, 4, 8, 10",6
44396,,"n = 4, k = 2",
44443,,,"1, 3, 5, 6."
44453,,,"<html>
  <head>
    <title>Web Page</title>
  </head>
  <body>
    <div>
      <div style=""float:left; width:33%;"">
        Information Column 1
      </div>
      <div style=""float:left; width:33%;"">
       Information Column 2
      </div>
      <div style=""float:left; width:33%;"">
        Information Column 3
      </div>
    </div>
  </body>
</html>"
44457,,,"7 + 8 = 15, 3 + 4 + 8 = 15, 9 x (1 + 2/3) = 15"
44484,,,"list = [39, 50, 89, 101]
count = 0
for item in list:
  if item > 50:
    count += 1
print('Number of items greater than 50:', count)"
44576,,,1
44595,,2x +5 = 17,
44613,,,"for(int i=1; i<=10; i++){  
    System.out.println(i);
}"
44615,,,"def array_sum(arr):
    sum = 0
    for n in arr:
        sum += n
    return sum"
44620,,,"for item in list:
    print(item)"
44623,,,"[5, 9, 11]"
44638,,"2, 3, 7, 5",
44648,,,"import re

def test_suite():
    test_cases = [""a.b@example.com"", ""99@example.com"", ""user@example.co.uk"", ""test@test.test"", ""jane.doe@example.org"", 
                    ""abc123@example.com"", ""user123@example.com.au"", ""invalid@example.com_""]
    valid_email_regex = '^[_a-z0-9-]+(\.[_a-z0-9-]+)*@[a-z0-9-]+(\.[a-z0-9-]+)*(\.[a-z]{2,4})$'
    for test_case in test_cases:
        if re.match(valid_email_regex, test_case):
            print(f""{test_case} is a valid email address."")
        else:
            print(f""{test_case} is not a valid email address."")
    
if __name__ == ""__main__"":
    test_suite()"
44650,,,"""""""
Create a function to generate random background colors for a website
""""""

import random

def random_bg_color():
    r = random.randint(0,255)
    g = random.randint(0,255)
    b = random.randint(0,255)
    return ""#%.2X%.2X%.2X"" % (r, g, b)

if __name__ == ""__main__"":
    print(random_bg_color())"
44683,,,5
44699,,"x + 3y = 6
2x - 4y = 3",
44813,,"[4, 8, 0, 9, 15]","15
9
8
4
0"
44814,,"[6, 8, 12, 4, 7]","[4, 6, 7, 8, 12]"
44816,,"17, 23, 19",19.67
44936,,"1, -5, 0, 2, 7",
44989,,,"The following is an example of a conditional statement in JavaScript:

if (x > 0) {
    console.log(""x is greater than 0"");
} else {
    console.log(""x is not greater than 0"");
}"
44992,,,"The following is an example of a for-loop in Python:

for i in range(10):
    print(i)"
45026,,31,11111
45044,,,X + Y / Z + W = 0.
45081,,60,
45092,,,"{
  ""1"": {
    ""Name"": ""John"",
    ""Age"": 16
  },
  ""2"": {
    ""Name"": ""Sarah"",
    ""Age"": 19
  }
}"
45115,,,"import string 
import random 

def generate_random_string(): 
    characters = string.ascii_uppercase
    random_string = """".join(random.choice(characters) for x in range(5))
    return random_string

print(generate_random_string())"
45116,,"1, 5, 8, 10",
45122,,,"{ 
  ""name"": ""John Doe"",
  ""age"": 20,
  ""address"": {
    ""street"": ""123 Main Street"",
    ""city"": ""AnyTown"",
    ""state"": ""CA"",
    ""zip"": 94112
  },
  ""major"": ""Computer Science"",
  ""minor"": ""Data Science"",
  ""GPA"": 3.5
}"
