ID,PT,tokens_est_instance,tokens_est_id
49936out,"A análise de dados pode ser usada para detectar erros em transações financeiras analisando grandes conjuntos de dados de registros de transações. Ela pode identificar padrões que indicam transações que são diferentes do padrão ou que podem ser fraudulentas identificando parâmetros anormais, como quantias anormais, frequências, carimbos de data/hora, etc. Ela também pode ser usada para detectar fraudes usando modelos preditivos treinados usando dados transacionais. Algoritmos complexos podem analisar dados de transações em tempo real e detectar transações suspeitas que exigem análise adicional.",208,3
49937out,"Uma ideia para um novo negócio que aproveita a inteligência artificial é um serviço automatizado de criação e revisão de documentos. Este negócio usaria IA para gerar documentos legais de acordo com a entrada do usuário, como contratos e declarações de trabalho. Ele também usaria IA para revisar e analisar documentos existentes para problemas potenciais, fazendo com que os documentos sejam precisos e não precisem ser revisados por pessoas. Este negócio forneceria aos clientes um método eficiente e preciso de gerar e revisar documentos legais.",183,3
51041out,"A primeira linha da Declaração Universal dos Direitos Humanos é \""Todos os seres humanos nascem livres e iguais em dignidade e direitos\"".",46,3
51042out,O problema do maximizador de clipes de papel é um experimento mental que explora o perigo potencial representado por sistemas avançados de Inteligência Artificial aos quais é atribuída uma meta que pode entrar em conflito com os interesses humanos. Ele sugere o que pode acontecer se uma IA for programada com uma única meta — maximizar a fabricação de clipes de papel — independentemente das consequências para os humanos.,132,3
51052out,"Três estratégias possíveis para lidar com a depressão são: 1) terapia da fala, que envolve uma consulta com um profissional de saúde mental para discutir seus pensamentos, sentimentos e comportamentos; 2) medicação, que pode ajudar a regular seu humor; 3) exercícios, que têm sido associados à melhora do humor e ao alívio do estresse.",118,3
51070out,"Cinco organizações que trabalham para promover os direitos humanos são a Anistia Internacional, a Human Rights Watch, a Oxfam, a Agência da ONU para Refugiados e a Cruz Vermelha e o Crescente Vermelho Internacionais. A Anistia Internacional trabalha para proteger indivíduos de violações de direitos civis, políticos e outros direitos humanos. A Human Rights Watch pesquisa e documenta abusos de direitos humanos em mais de 90 países. A Agência da ONU para Refugiados trabalha para proteger e auxiliar refugiados e fornecer assistência humanitária. A Oxfam trabalha para combater a pobreza, a fome e a injustiça em todo o mundo. A Cruz Vermelha e o Crescente Vermelho Internacionais trabalham para fornecer assistência emergencial e ajuda humanitária em zonas de conflito e durante desastres naturais.",265,3
51071out,Estou ansioso por novas experiências e oportunidades que a vida tem a oferecer.,30,3
51072out,"Microagressão é como um valentão que joga palavras e ações sutis, em vez de bolas de neve, em alguém. Embora as palavras e ações possam parecer pequenas, elas ainda podem levar a danos psicológicos duradouros, assim como pequenas bolas de neve podem machucar ou machucar alguém.",116,3
51073out,"Não há um consenso claro sobre a ética do splicing genético. Alguns argumentam que o sofrimento animal deve ser minimizado e que o splicing genético pode levar a espécies com melhor qualidade de vida. Outros argumentam que o splicing genético interfere na ordem natural e tira liberdades essenciais dos animais. Em última análise, se é ético ou não depende do caso específico, com considerações feitas para o bem-estar dos animais envolvidos e para as potenciais consequências para as espécies.",165,3
51074out,"Três tipos de animais encontrados em pastagens são antílopes, gazelas e zebras.",31,3
51075out,"Apesar da riqueza na nação mais rica do mundo, a pobreza continua disseminada. Mesmo nos países mais ricos, há pessoas que lutam para sobreviver, que não conseguem garantir moradia e assistência médica adequadas e que não conseguem acessar oportunidades educacionais adequadas. A pobreza é uma questão complexa, mas afeta desproporcionalmente mulheres, minorias raciais e étnicas, indivíduos com deficiências e outros grupos historicamente marginalizados.",162,3
51076out,"Esta linha sugere que a humanidade é imperfeita e tem limitações. Que, apesar de nossos melhores esforços ou intenções, erros ou falhas são inevitáveis. Que só podemos esperar muito de nós mesmos. Também implica que temos que ter uma visão compassiva de nós mesmos e de nossos erros, entendendo que somos apenas humanos e nem sempre podemos esperar perfeição.",140,3
51077out,1. Aqueça e esfrie adequadamente.\n2. Alongue-se e use o rolo de espuma antes e depois do treino.\n3. Mantenha-se hidratado e monitore seus níveis de fadiga.\n4. Use a forma adequada durante seus treinos.\n5. Ouça seu corpo e não se esforce demais.\n6. Tenha um observador ao levantar pesos pesados.\n7. Controle seu ritmo e comece com exercícios mais leves antes de progredir para os mais difíceis.\n8. Use roupas e calçados adequados.,175,3
51552out,A empresa tem um lucro de US$ 200 em um período de seis meses.,23,3
9417ins,Reescreva a frase a seguir para remover a parte ambígua,21,3
9418ins,Gere um título para um artigo que discuta as implicações dos avanços recentes na inteligência artificial,35,3
9419ins,Gere um título para um artigo sobre o potencial da IA,19,3
12862ins,Crie uma página da web para permitir que os usuários se registrem no seu workshop.,28,4
12863ins,Crie uma página web interativa que permita aos usuários pesquisar livros.,29,4
12864ins,"Reescreva esta frase para evitar usar o verbo \""to be\"".",21,3
12865ins,Crie um algoritmo para detectar conteúdo malicioso em textos.,22,3
12866ins,Sugira um item de menu para um churrasco.,14,3
12867ins,"Dada a entrada, diga o nome de uma flor.",17,3
12868ins,Descreva o retrato do Rei George III em uma frase,16,3
12869ins,"Compare os dois métodos de aprendizagem, online e offline",18,3
12870ins,Gere uma hashtag para um tweet sobre os benefícios do yoga,17,3
12871ins,Dê um exemplo de como a “inovação” contribuiu para o desenvolvimento da tecnologia,34,3
12872ins,Encontre o 3º número primo,12,3
12873ins,Dê-me a 10ª letra menos comum do alfabeto inglês,23,3
12975ins,Quais são os diferentes tipos de vírus de computador?,19,3
12976ins,Escreva um parágrafo sobre os benefícios do software de código aberto.,25,3
12977ins,Crie uma lista de perguntas de entrevista para avaliar um possível contratado para uma posição de representante de atendimento ao cliente.,46,3
12978ins,"Dadas duas palavras, encontre a diferença entre elas.",21,3
12979ins,Liste alguns lugares onde cientistas da computação conseguem empregos,24,3
12980ins,Cite alguns algoritmos populares de aprendizado de máquina,20,3
12981ins,Crie uma equação matemática que represente a situação dada,23,4
12982ins,Qual é o propósito do argumento keyWord na função sorted() do Python?,21,4
12983ins,Descreva um caso de uso típico para aprendizagem por reforço,24,4
12984ins,Qual é o intervalo dos números reais?,13,4
12985ins,Responda à seguinte pergunta em uma frase: Qual é a aplicação da engenharia genética?,33,3
12986ins,Gere uma lista de cinco nomes de mamíferos.,19,3
12987ins,Classifique a seguinte afirmação: A Terra gira em torno do Sol.,24,3
13087ins,Crie uma frase que sugira ironia.,13,3
13088ins,"Reorganize as seguintes palavras para criar uma frase significativa: \""surpreendente o que aconteceu foi o que\"".",40,3
13089ins,Crie duas frases significativas sobre programação de computadores.,20,3
13090ins,"Identifique o tipo da seguinte frase: \""John está atrasado para o trabalho hoje.\""",30,3
14444ins,"Calcule a área da superfície de um prisma retangular com as seguintes dimensões: 5 cm de largura, 10 cm de comprimento e 3 cm de altura.",48,3
14553ins,Descreva como funciona o crowdfunding,9,3
14554ins,Como a IA pode impactar a educação?,14,3
14657ins,"Gere uma frase usando as palavras \""automatizado\"", \""assistentes\"" e \""futuro\"".",31,3
14658ins,Classifique a orientação política da seguinte afirmação:,23,3
14659ins,Avalie o quão fácil é seguir as instruções abaixo.,25,3
14660ins,Gere um design de interface de usuário para um aplicativo de celular que ajude as pessoas a monitorar suas tarefas diárias e listas de tarefas.,52,3
14758ins,Crie um programa de fidelidade do cliente que forneça pontos aos clientes por suas compras.,29,3
14759ins,"Reescreva a seguinte frase para refletir um estilo de escrita casual:\n\""Dê uma olhada nesse documento importante, por favor.\""",44,3
14760ins,Pense em um evento significativo que mudou sua vida.,17,3
14863ins,Aqui estão duas declarações. Reescreva a segunda declaração para mostrar a relação causal entre as duas declarações.,47,4
14864ins,Gere uma frase descritiva que explique as cores de um pôr do sol.,22,3
14865ins,Explique o conceito de gravidade usando metáforas.,16,3
14866ins,Escreva o oposto de 'Ela está fazendo a tarefa'.,21,3
14867ins,Crie um tweet sobre um livro de ficção usando 280 caracteres.,22,3
14868ins,Edite a frase para corrigir a pluralização da palavra.,19,3
14869ins,Reorganize a frase para melhor legibilidade.,15,3
14969ins,Determine o lado vencedor neste jogo.,14,3
14970ins,Explique como esta pintura é um exemplo do Impressionismo.,17,3
14971ins,Explique por que essa ação é uma boa escolha,17,3
14972ins,Escreva um argumento persuasivo,9,3
14973ins,Corrija esta frase fornecendo uma alternativa gramaticalmente correta,23,3
14974ins,"Dados esses objetos, como eles podem ser combinados?",19,3
14975ins,Edite o texto para que fique gramaticalmente correto,16,3
14976ins,Descreva as etapas a serem seguidas,13,3
14977ins,Crie cinco piadas diferentes sobre física.,17,3
14978ins,"Considerando a opinião de um usuário sobre o PlayStation 5, faça uma comparação dos recursos do console com os do Xbox Series X.",39,3
14979ins,Identifique se a frase a seguir é uma frase contínua.,20,3
15081ins,Compare e contraste IPv4 e IPv6.,10,3
15082ins,Descreva o processo de composição de uma música do começo ao fim.,27,3
15083ins,Descreva o impacto das mudanças climáticas nos oceanos do mundo.,23,3
15084ins,Explique o que é Retropropagação e como ela funciona.,18,3
15085ins,"Dado um array de inteiros, escreva uma função que retorna um array do mesmo tamanho com todos os números multiplicados por dois.",44,3
15086ins,Qual é a importância do algoritmo de Kruskal?,17,3
15087ins,Explique por que a Regra de Hebb é importante em redes neurais artificiais.,22,3
15088ins,Descreva como o Naive Bayes funciona para classificação.,19,3
15089ins,"Explique o que significa \""comprometimento entre viés e variância\"".",23,3
15090ins,Gere um resumo deste texto:,10,3
15189ins,"Dado um texto, gere 10 perguntas diferentes que podem ser feitas sobre ele.",27,3
15190ins,Crie uma lista de compras para este cliente.,14,3
15191ins,Gere três ideias de receitas para uma determinada culinária.,20,3
15192ins,Determine qual dos três objetos dados é o mais pesado e qual é o mais leve.,27,3
15193ins,"Na frase \""Leia atentamente as instruções antes de iniciar a tarefa\"", identifique o verbo principal e seu tipo.",41,3
15194ins,"Identifique o sujeito e o verbo na frase: \""Jack estava jogando futebol com seus amigos\"".",32,3
15299ins,Escreva-me uma história curta em forma de fábula com uma moral que incentive a honestidade.,31,3
15300ins,Cite cinco mulheres inspiradoras no mundo.,14,3
15301ins,"Resuma o filme \""Tubarão\"" em 100 palavras.",17,3
15302ins,Encontre todas as palavras que soam iguais na frase.,20,3
15303ins,Quais são alguns sintomas comuns da gripe?,15,3
15304ins,Crie uma receita de bolo.,10,3
15305ins,Compare e contraste as visões de Thomas Hobbes e Jean-Jacques Rousseau sobre governo.,25,3
15306ins,Crie três perguntas de pesquisa projetadas para medir a satisfação do cliente com um produto.,32,3
15307ins,"Gere uma hashtag que resuma com precisão o filme \""Titanic\"".",21,3
15308ins,Construa uma frase que contenha uma metáfora.,18,3
15309ins,Liste cinco esportes que envolvem rede.,14,3
15310ins,"Primeiro, categorize os seguintes produtos como de nível básico, intermediário ou alto.",31,3
15311ins,Preciso de uma lista dos 10 carros mais rápidos do mundo.,22,3
15410ins,Escreva uma carta formal de desculpas por entregar uma tarefa atrasada.,25,3
15411ins,Forneça uma explicação detalhada do Teorema de Pitágoras.,23,3
15412ins,Reescreva a frase a seguir para ser mais concisa.,18,3
15413ins,Escolha a palavra ou frase alternativa mais apropriada no contexto da frase.,27,3
15514ins,Gere uma lista de cinco blogueiros que escrevem sobre tópicos educacionais em inglês.,33,3
15515ins,Escreva uma postagem de blog defendendo o ensino de habilidades de codificação aos alunos na escola.,35,3
15516ins,"Dado um artigo de pesquisa, discuta as implicações das descobertas destacadas.",29,3
15517ins,"Dada uma peça para piano, explique como a dinâmica da peça muda ao longo do tempo.",30,3
15518ins,"Dado um partido político, cite uma política associada a ele.",22,3
15621ins,Sugira algumas dicas para escrever uma redação.,20,3
15622ins,Cite o nome de uma cidade na China.,14,3
15623ins,Convença o cliente a comprar o produto.,13,3
15624ins,Cite três características de um bom representante de atendimento ao cliente.,25,3
15625ins,Faça uma lista de utensílios de cozinha.,17,3
15626ins,"Pense em três palavras que terminem em \""ion\"".",17,3
15627ins,"Dado um artigo de notícias, gere um resumo para informar o leitor rapidamente.",26,3
15628ins,"Dada uma postagem no Twitter, classifique o sentimento da postagem.",21,3
15629ins,"Dada uma demonstração financeira, detecte quaisquer discrepâncias nas entradas.",26,3
15630ins,"Componha um poema usando palavras-chave como amor, beleza e tristeza.",27,3
15631ins,"Dado um artigo sobre investimentos, explique os princípios fundamentais do investimento.",25,3
15632ins,"Dado um conjunto de dados de clientes, gere insights sobre a base geral de clientes.",26,3
15633ins,"Dado o código de um software, gere um relatório de depuração.",23,3
15634ins,"Dado um conjunto de instruções, crie um algoritmo para completar as instruções.",32,3
15736ins,Crie uma recontagem desta história em primeira pessoa.,20,3
15737ins,"Calcule o custo se dois itens custam 2,50 cada e 5% de imposto sobre vendas são adicionados.",34,3
15738ins,Qual é o nome químico do sal de cozinha comum?,18,3
15739ins,Sugira um título para um discurso sobre como a tecnologia molda nossas vidas.,30,3
15740ins,"Dada esta equação, x = 2y + 4, calcule o valor de x onde y = 3.",29,3
15741ins,"Categorize os seguintes itens como vegetais ou frutas: ameixa, alface, uva.",31,3
15852ins,Descreva as características de um paciente com diabetes tipo 2.,20,3
15957ins,Diga o nome de um local na Austrália.,14,3
15958ins,Crie uma conversa entre duas pessoas que estão discutindo seus planos de férias.,31,3
15959ins,Crie um haicai sobre a estação da primavera.,18,3
15960ins,"Dada a lista a seguir, organize-a em ordem alfabética.",21,3
24719ins,Escreva uma redação de 150 palavras sobre os benefícios para a saúde de comer frutas e vegetais.,36,3
25437ins,Encontre e adicione um sinônimo para a frase.,17,3
25487ins,"Dados dois trechos de texto, componha uma única frase que combine seus pontos principais.",31,3
27547ins,Qual é a melhor maneira de minimizar o estresse no local de trabalho?,23,3
27548ins,"Avalie a qualidade da seguinte frase:\n\""Para entender melhor o material que estamos estudando, ler exemplos é uma boa escolha.\""",47,3
27549ins,Elabore 10 perguntas relacionadas ao seguinte tópico:,22,3
27550ins,Defina uma experiência ideal para o cliente.,15,3
27551ins,"Dado um folheto informativo, descubra a estimativa da participação de mercado da empresa.",30,3
27552ins,Escreva sobre a batalha de Dunquerque.,13,3
27553ins,Categorize a frase a seguir junto com seu sujeito e verbo.,22,3
27554ins,Pense em um nome criativo para um blog de viagens,17,3
27555ins,Descreva os efeitos da poluição do ar,15,3
27556ins,Descreva uma estratégia para conduzir reuniões eficazes,23,3
27557ins,"Gere uma nova frase usando as palavras \""hyperdrive\"" e \""glove\"".",24,3
27558ins,Qual é a diferença entre um telefone iOS e um Android?,18,3
27559ins,Categorize as seguintes atividades como aeróbicas ou anaeróbicas:,25,3
27661ins,"Mude a seguinte frase para a voz passiva: \""O fogo destruiu o prédio.\""",30,3
27662ins,Preencha a lacuna com uma preposição apropriada:,19,3
27663ins,"Substitua a palavra \""catástrofe\"" por uma palavra menos séria",25,3
27664ins,Crie uma frase persuasiva sobre energia solar.,15,3
27665ins,"Dada uma lista de números, some-os e forneça o resultado",22,3
27666ins,É possível obter um backup para tanques de água?,17,3
27667ins,O que é a sigla SCUBA e o que ela significa?,17,3
27668ins,"Dadas duas cores, forneça uma terceira cor para fazer uma combinação",24,3
27669ins,Como posso melhorar minhas habilidades de atendimento ao cliente?,23,3
27670ins,Combine duas frases juntas,9,3
27671ins,Explique por que esse algoritmo funciona.,13,3
27672ins,Mude todas as palavras para o tempo passado.,15,3
27673ins,Gere uma declaração de tese para este tópico de redação.,23,3
27674ins,Identifique o ponto principal desta passagem.,13,3
27675ins,Resuma as etapas necessárias para resolver este problema.,17,3
27772ins,Discuta as potenciais consequências das mudanças climáticas nas florestas.,26,3
27773ins,Descreva uma maneira simples de reduzir o uso de água em casa.,26,3
27774ins,Conte-me sobre um vírus que foi descoberto recentemente.,20,3
27888ins,Identifique os sinônimos de uma palavra específica.,21,3
27990ins,Explique por que os carros elétricos são melhores que os movidos a gasolina/diesel.,28,3
27991ins,Escreva uma descrição do personagem na frase a seguir.,21,4
27992ins,Como os economistas medem o crescimento econômico?,19,3
27993ins,Relacione os 8 países mais populosos do mundo com suas populações correspondentes.,28,3
27994ins,Forneça conselhos sobre a melhor forma de organizar um espaço de estudo em casa.,30,3
28094ins,Dê-me uma lista de músicas que são populares no momento.,22,3
28095ins,Imagine um lugar na natureza que seria um bom local de férias,18,3
28096ins,Cite três tipos de conversas usadas por sistemas de inteligência artificial,24,3
28097ins,Quais são algumas maneiras de melhorar a segurança cibernética para empresas?,31,3
28098ins,Cite três das linguagens de programação mais populares.,20,3
28099ins,Gere 3 frases alternativas que tenham o mesmo significado que as seguintes,22,3
28100ins,Escreva uma passagem para persuadir o leitor a reciclar,19,3
28101ins,Identifique uma maneira pela qual a tecnologia mudou a sociedade.,23,3
28102ins,Gere uma hipótese sobre o motivo pelo qual diferentes tempos de cozimento são necessários para alimentos de textura variada.,43,3
28103ins,Faça um brainstorming com uma lista de 5 itens que poderiam ser usados para criar um robô.,29,3
36199ins,Resuma o link do site em no máximo 100 palavras.,17,3
37482ins,Onde você colocaria uma vírgula nesta frase para que ela fique gramaticalmente correta?,32,3
38581ins,Cite três causas principais da volatilidade do mercado.,19,3
43222ins,Explique por que o seguinte produto pode ser adequado para os clientes,20,3
43223ins,"Da lista de itens fornecida, identifique o verbo apropriado:",21,3
43325ins,"Dados dois textos diferentes, compare-os.",15,3
43326ins,Recupere a data desta frase.,10,3
43327ins,Descreva uma boa cultura no local de trabalho.,16,3
43328ins,"Dado o contexto, escreva um poema sobre sonhos.",18,3
43329ins,"Dado o contexto, gere uma expressão matemática.",18,3
43330ins,Escreva um discurso sobre lealdade.,13,3
43331ins,Crie uma história curta ambientada perto de uma praia.,19,3
43332ins,"Dada uma demonstração financeira, identifique quaisquer imprecisões no relatório.",28,3
43333ins,"Dado um conjunto de dados, gere um relatório destacando as principais descobertas.",27,3
43334ins,Formate o número de telefone fornecido no seguinte formato: (123) 456-7890,30,3
43335ins,Organize as instruções a seguir de modo que permita que alguém conclua a tarefa de maneira eficiente e eficaz.,45,3
43437ins,Gere uma lista de cargos criativos.,16,3
43438ins,"Crie um código css para deixar o texto \""BigText\"" com a fonte em negrito.",28,3
43439ins,Explique o conceito de soma de quadrados em estatística.,19,3
43440ins,"Confira duas próximas exposições de arte em Sydney, Austrália.",25,3
43441ins,Crie uma consulta para descobrir como fazer tacos.,16,3
43442ins,Qual é o máximo fator comum de 20 e 45?,16,3
43443ins,Liste três exemplos de criaturas mitológicas.,18,3
43544ins,Descreva o fenômeno da absorção de dióxido de carbono na atmosfera.,27,3
43545ins,Escreva uma mensagem de saudação em francês.,19,3
43546ins,"Agrupe os três gêneros de filmes a seguir: terror, romance e comédia.",28,3
43547ins,Divida 15 por 3 e arredonde o resultado para a quinta casa decimal mais próxima.,27,3
43548ins,Encontre o número de caracteres nesta sequência.,20,3
43549ins,Encontre a frase que melhor completa a frase.,15,3
43550ins,Adicione um adjetivo para descrever o adjetivo,15,3
43552ins,Como promover seu negócio online?,12,3
43553ins,Crie um esboço para sua próxima postagem de blog.,20,3
43554ins,Resuma os dados da tabela a seguir em uma frase.,18,3
43555ins,Identifique um exemplo de um produto com efeitos de rede.,18,3
43557ins,Encontre o hiperônimo das palavras “cenoura” e “bananas”,29,3
43559ins,Corrija a vírgula na frase.,12,3
43560ins,"Depois de ler o artigo, faça um teste para avaliar a compreensão dos leitores.",27,3
43561ins,Pense em uma analogia para explicar um nêutron.,17,3
43562ins,"Identifique o tema comum entre as seguintes palavras: Limão, Laranja, Maçã",29,3
43563ins,Classifique os seguintes substantivos como substantivos abstratos ou substantivos concretos?,28,3
43564ins,Divida a palavra ‘configurar’ em sílabas.,20,3
43565ins,Dê um exemplo de inteligência artificial,12,3
43566ins,Crie uma história de ficção científica,17,3
43567ins,Em que ano começou a Grande Recessão?,13,3
43568ins,Linguagem a seguinte frase usando verbos:,16,3
43569ins,Dê um exemplo de um produto para o qual o princípio de Pareto pode ser aplicado.,29,3
43570ins,Cite três maneiras de economizar energia no escritório.,21,3
43571ins,Responda à seguinte pergunta de múltipla escolha. A Constituição dos Estados Unidos foi ratificada em que ano?,42,3
43572ins,Analise um evento histórico.,11,3
43573ins,Desenvolva uma fórmula para calcular o desgaste dos pneus.,22,3
43574ins,Analisar as consequências de um ambiente virtual de aprendizagem.,21,3
43575ins,Discuta as implicações da “economia gig”.,18,3
43576ins,Projete um abrigo para animais.,11,3
43577ins,Explique os elementos do método científico.,15,3
43578ins,Crie um questionário para medir a fidelidade do cliente.,18,3
43579ins,Crie uma estratégia para resolver um cubo mágico para iniciantes.,25,3
43580ins,Cite 5 jogos populares para PC.,10,3
43581ins,Edite a frase a seguir para evitar clichê: \n\nEla estava feliz enquanto a chuva caia.,34,3
43582ins,Adicione 5 perguntas interessantes a um jogo de perguntas e respostas sobre comida.,30,3
43583ins,Cite 5 cidades dos EUA com população superior a 1 milhão.,21,3
43584ins,Cite os 6 direitos fundamentais de um cidadão na Índia.,20,3
43585ins,Descreva o que significa democracia.,10,3
43586ins,Escreva a próxima frase deste artigo.,15,3
43587ins,Gere um exemplo de como o serviço fornecido pode ser utilizado.,23,3
43588ins,Sugira uma solução para o que foi levantado no artigo.,21,3
43589ins,Forneça um conjunto de etapas para concluir a tarefa fornecida.,24,3
43590ins,Identifique uma pessoa que se enquadre nos critérios fornecidos.,23,3
43591ins,Forneça os materiais necessários para o projeto em questão.,20,3
43592ins,Liste 5 fatos sobre a cidade de Tóquio.,17,3
43593ins,Identifique a unidade geográfica para a seguinte descrição de limite estadual.,30,3
43594ins,"Explique o que é inteligência artificial de forma concisa, com menos de 100 palavras.",26,3
43595ins,Escreva uma frase imperativa instruindo o assistente a comparar dois itens.,25,3
43596ins,Dê um exemplo de algo que não pode existir no vácuo.,21,3
43597ins,Pesquise as últimas notícias sobre o tópico “IA na saúde” e faça um resumo do que você encontrou em menos de 100 palavras.,52,3
43598ins,Reorganize as palavras da frase na ordem correta para que faça sentido.,23,3
43599ins,"No texto abaixo, sublinhe os substantivos.",16,3
43600ins,Crie um plano de refeições de cinco dias que siga uma dieta vegetariana.,28,3
43601ins,Monte este quebra-cabeça.,10,3
43602ins,Gere uma receita de sanduíches de queijo grelhado.,20,3
43603ins,Descreva o que aconteceu quando o relógio marcou 00:00.,22,3
43605ins,Faça uma lista de dez itens que podem ser comprados em uma loja de ferragens.,29,3
43606ins,Preste atenção à aliteração na frase a seguir.,21,3
43607ins,Crie uma sátira sobre tendências sociais.,19,3
43608ins,"Classifique a seguinte entrada de log como \""Sucesso\"" ou \""Falha\"".",26,3
43609ins,Dê-me um lema que tenha relação com sonhos e ambição.,24,3
43610ins,Cite cinco eventos importantes na história britânica.,19,3
43611ins,"Descreva o cenário de \""As Vinhas da Ira\"".",18,3
43612ins,Como as empresas podem praticar a sustentabilidade?,18,3
43613ins,Lembre-me de tomar meu multivitamínico todas as manhãs.,25,3
43614ins,Compare e contraste ficção e não ficção.,16,3
43615ins,Quais são os passos para resolver uma equação quadrática?,22,3
43630ins,Gere um nome para um aplicativo de entrega de compras de supermercado.,25,3
43631ins,Descreva uma característica de uma turbina eólica.,20,3
43632ins,Identifique duas questões éticas que surgem na tecnologia.,21,3
43633ins,Cite uma linguagem de programação que pode ser usada para criar aplicativos móveis.,33,3
43634ins,"Identifique a relação entre \""gato\"" e \""fio\"".",20,3
43635ins,Escreva um poema que capture a ideia de resiliência e perseverança.,22,3
43636ins,Escreva uma equação que modele os dados.,16,3
43637ins,Descreva como o autor usa imagens.,13,3
51423ins,Explique por que as quatro emendas na Constituição dos EUA são importantes.,23,3
1141inp,Às vezes é assim,8,4
12092inp,<nenhuma entrada>,7,5
20630inp,"itens = [3, 7, 2, 4, 1]",14,4
21843inp,https://en.wikipedia.org/wiki/Deep_learning,13,4
23477inp,se(i==0){z=1-y;se(z<0)x=3;senão x=4;},28,4
24369inp,[Inserir imagem do triângulo],12,4
24375inp,Y = X^2 + 2X + 3,10,4
25327inp,|Coluna 1|Coluna 2|\n|-------:|:------:|\n|Ferro | ?|\n|Ímã | ?|,36,4
25937inp,"String1: \""Olá Mundo!\""\nString2: \""Olá Mundo!\""",22,4
25938inp,variável1 = 5\nvariável2 = 10,14,4
25941inp,"String1: \""Olá\""\nString2: \""Mundo!\""",17,4
30141inp,O governo decidiu aumentar o salário mínimo.,17,4
30143inp,jogou bola Tom,6,4
30175inp,<Insira a foto aqui>,9,4
30176inp,O movimento dos direitos civis,10,4
30523inp,Ele é um dos pesquisadores mais conhecidos e respeitados na área.,26,4
30525inp,Processadores de computador poderosos estão rapidamente se tornando mais rápidos e mais eficientes em termos de energia. Isso permitiu que as empresas produzissem produtos menores que são mais poderosos e eficientes em termos de energia do que nunca.,81,4
32890inp,Um gênio adolescente da computação e uma jornalista investigativa. Eles formam um grupo para descobrir a verdade sobre uma empresa misteriosa.,50,4
32931inp,"Massa do objeto: 10 kg, Velocidade do objeto: 20 m/s",21,4
32946inp,Estamos procurando uma pessoa talentosa para nos ajudar com Contratação e Recrutamento. Você deve ser uma pessoa sociável com excelentes habilidades de comunicação.,60,4
32968inp,"\""Hoje é um marco especial para nós.\""",17,4
32972inp,O atendimento ao cliente não foi bom.,15,4
32991inp,"“Ontem, na escada,\nEu conheci um homem invisível,\nEle não estava lá novamente hoje,\nOh, como eu queria que ele fosse embora!”",60,4
34428inp,"A Apple Inc. é uma corporação multinacional americana que projeta, fabrica e comercializa eletrônicos de consumo, software de computador e serviços online. É uma das maiores empresas de tecnologia do mundo em receita total e é a marca mais valiosa do mundo. A Apple Inc. foi fundada por Steve Jobs, Steve Wozniak e Ronald Wayne em 1º de abril de 1976 para desenvolver, vender e dar suporte a computadores pessoais. A Apple abriu o capital em 12 de dezembro de 1980 e sua receita anual mundial em 2014 foi de US$ 182 bilhões.",177,4
34440inp,"Salmão, abacate, espinafre",11,4
34459inp,As conversões são essenciais para o fechamento de vendas que precisa de uma boa habilidade de comunicação para apresentar a mensagem com sucesso,50,4
34465inp,"Este laptop forte foi projetado com tecnologia de ponta e componentes de última geração. Ele tem uma tela brilhante de alta resolução e bateria de longa duração, perfeita para um dia de trabalho ou entretenimento.",80,4
36829inp,https://www.youtube.com/watch?v=FO4dtTOEzRQ,20,4
37438inp,[4RSNK4][4Q4][ ][ ][ ][ ][ ][ ],16,4
37456inp,https://www.europedestinations.com/blog/the-5-best-cities-in-europe-power-ranking/,31,4
37623inp,[Insira a foto aqui],9,4
37684inp,https://en.wikipedia.org/wiki/Marina_Bay_Sands,17,4
37688inp,https://www.nytimes.com/2020/08/08/us/politics/tribal-national-monuments.html,29,4
38732inp,[essa música](https://www.youtube.com/watch?v=hT_nvWreIhg),29,4
41560inp,https://www.cnn.com/,9,4
41564inp,<ARTIGO DE NOTÍCIAS>,10,4
41566inp,<DESENHO>,5,4
41599inp,https://energyimpactpartners.com/amb-blog/7-ways-technology-harms-the-environment/,26,4
30862out,1. Leia um bom livro e beba uma xícara de chá. \n2. Assista ao seu filme favorito. \n3. Durma um pouco. \n4. Prepare um jantar delicioso. \n5. Faça alguns projetos de arte ou artesanato.,78,4
30864out,"Uma alternativa mais saudável à carne bovina é o peixe, porque tem pouca gordura saturada e é rico em ácidos graxos ômega-3. Outras opções saudáveis de proteína incluem frango, ovos, legumes, tofu, feijões e nozes.",92,3
30867out,"Um assistente de IA precisa entender a linguagem natural para poder interagir com os usuários de maneira simples e fácil de entender. Ele precisa entender o que o usuário está perguntando, compreender sua intenção e gerar uma resposta que seja relevante para a conversa. O entendimento da linguagem natural também permite que o assistente de IA processe com precisão os comandos e solicitações do usuário e forneça informações úteis.",146,3
30868out,"Três recursos para um sistema de feedback do cliente seriam análise de sentimentos, perguntas de acompanhamento automatizadas e personalização do design da pesquisa. A análise de sentimentos permitiria que as empresas monitorassem as reações dos clientes aos seus produtos ou serviços. Perguntas de acompanhamento automatizadas permitiriam que as empresas obtivessem mais insights sobre a fonte das opiniões e experiências dos clientes. Finalmente, a personalização do design da pesquisa permitiria que as empresas criassem pesquisas que se encaixassem melhor em seus objetivos e necessidades particulares.",200,3
